,domain,nb_item,nb_item_search,nb_item_bought,413163,
5974,MLB-GARAGE_WALL_PROTECTORS,29,48,6,410461,99%
6077,MLB-VIOLIN_AND_VIOLA_SHOULDER_RESTS,45,66,6,410467,99%
6127,MLB-SQUEEGEES,38,48,6,410473,99%
6154,MLB-TICKET_NUMBER_DISPENSER_ROLLS,9,13,6,410479,99%
6179,MLB-DROPPING_BOTTLES,30,34,6,410485,99%
6194,MLB-GYMNASTIC_KNEE_PADS,58,192,6,410491,99%
6212,MLB-KITCHEN_TONGS,36,48,6,410497,99%
6327,MLB-INK_CARTRIDGE_REFILL_MACHINES,12,51,6,410503,99%
6591,MLB-ARTIFICIAL_FEATHERS,19,26,6,410509,99%
6732,MLB-SCARVES,59,106,6,410515,99%
7099,MLB-TELEPROMPTERS,17,42,6,410521,99%
7636,MLB-STUN_GUNS,14,41,6,410527,99%
10,MLM-ESTHETIC_ELECTRIC_DEVICES,27,42,5,410532,99%
23,MLM-ELECTRIC_DEHUMIDIFIERS,32,40,5,410537,99%
104,MLM-LED_STAGE_LIGHTS,170,272,5,410542,99%
186,MLM-WORK_SCRUBS,183,222,5,410547,99%
338,MLM-LINGERIE_SETS,186,393,5,410552,99%
363,MLM-STICKY_NOTES,65,124,5,410557,99%
465,MLM-CAR_SEAT_COVERS,567,700,5,410562,99%
536,MLM-GAUZES,33,44,5,410567,99%
599,MLM-SLEEPING_BAGS,74,87,5,410572,99%
650,MLM-WORKOUT_BENCHES,102,194,5,410577,99%
682,MLM-ADHESIVE_TAPES,130,160,5,410582,99%
700,MLM-MUSICAL_INSTRUMENTS,319,418,5,410587,99%
736,MLM-TOWEL_HOLDERS,34,75,5,410592,99%
808,MLM-CURLING_IRONS,71,141,5,410597,99%
818,MLM-LAUNDRY_DETERGENTS,45,57,5,410602,99%
819,MLM-PARTY_FAVOR_BRACELETS_AND_NECKLACES,45,80,5,410607,99%
992,MLM-WRESTLING_MASKS,87,121,5,410612,99%
1011,MLM-SWIMMING_GOGGLES,56,135,5,410617,99%
1041,MLM-FOG_MACHINES,39,64,5,410622,99%
1092,MLM-PENCIL_CASES,86,193,5,410627,99%
1096,MLM-BLOOD_GLUCOSE_METERS,54,107,5,410632,99%
1225,MLM-WHISKEYS,106,233,5,410637,99%
1238,MLM-COMPLETE_SKATEBOARDS,59,108,5,410642,99%
1276,MLM-ELECTRIC_CIRCULAR_SAWS,119,172,5,410647,99%
1349,MLM-HOME_SHELVES,137,239,5,410652,99%
1384,MLM-STEERING_WHEEL_COVERS,100,177,5,410657,99%
1386,MLM-PH_METERS,18,35,5,410662,99%
1409,MLM-ELECTRIC_LAWN_MOWERS,8,21,5,410667,99%
1432,MLM-PAINTBALLS,9,15,5,410672,99%
1470,MLM-CELLPHONE_CAMERA_PROTECTORS,66,161,5,410677,99%
1504,MLM-FACIAL_STEAMERS,33,64,5,410682,99%
1598,MLB-TURBANS,98,218,5,410687,99%
1614,MLM-ELECTRIC_LINT_REMOVERS,16,11,5,410692,99%
1664,MLM-GEL_NAIL_KITS,47,238,5,410697,99%
1726,MLM-CELLPHONE_CHARGER_PIN_BOARDS,37,59,5,410702,99%
1812,MLM-EMERGENCY_THERMAL_BLANKETS,14,32,5,410707,99%
1853,MLM-UNIVERSAL_HOME_GYMS,58,105,5,410712,99%
1879,MLM-HONEY,28,37,5,410717,99%
1953,MLB-IGNITION_SWITCH_ACTUATORS,144,182,5,410722,99%
2282,MLM-BICYCLE_DISC_BRAKE_SETS,21,55,5,410727,99%
2401,MLB-GAME_CONSOLE_AND_VIDEO_GAME_CONTROLLER_SKINS,169,298,5,410732,99%
2502,MLB-DEEP_FRY_BASKETS,73,125,5,410737,99%
2532,MLM-DECORATIVE_LIGHT_SIGNS,8,17,5,410742,99%
2670,MLB-CELLPHONE_AND_TABLET_MOTHERBOARDS,622,681,5,410747,99%
2675,MLB-MOVIES,1068,1196,5,410752,99%
2706,MLM-BICYCLE_TOOL_KITS,21,92,5,410757,99%
2715,MLB-EXHAUST_MANIFOLDS,197,242,5,410762,99%
2839,MLB-MOTORCYCLE_LICENSE_PLATE_BRACKETS,425,620,5,410767,99%
2894,MLB-DOG_CARRIERS_AND_CARRYING_BAGS,360,622,5,410772,99%
2901,MLB-BOTTLE_OPENERS,118,161,5,410777,99%
2903,MLB-SUSPENSION_CONTROL_ARM_BUSHINGS,1221,1484,5,410782,99%
3039,MLM-AUTOMOTIVE_PET_SEAT_COVERS,15,50,5,410787,99%
3080,MLB-AUTOMOTIVE_CHROME_TRIMS,720,951,5,410792,99%
3193,MLB-DISHES_PLATES,563,1170,5,410797,99%
3210,MLB-TONER_CHIPS,45,69,5,410802,99%
3211,MLB-KITCHEN_GRATERS,103,154,5,410807,99%
3268,MLB-AUTOMOTIVE_EXHAUST_TIPS,173,252,5,410812,99%
3297,MLB-BICYCLE_TIRE_REPAIR_KITS,230,369,5,410817,99%
3461,MLB-BABY_SAFETY_HELMETS,21,83,5,410822,99%
3498,MLB-AUTOMOTIVE_HAZARD_WARNING_SWITCHES,64,74,5,410827,99%
3539,MLB-COFFEE_TABLES,339,713,5,410832,99%
3583,MLB-PARTY_HATS,280,349,5,410837,99%
3651,MLB-ENGINE_OIL_DIPSTICKS,172,203,5,410842,99%
3724,MLB-TRANSISTORS,281,320,5,410847,99%
3827,MLB-HYDRAULIC_RAM_PUMPS,55,112,5,410852,99%
3899,MLM-TONIC_WATERS,12,10,5,410857,99%
3932,MLB-SHOELACES,42,62,5,410862,99%
4159,MLB-SECURITY_SEALS,151,183,5,410867,99%
4191,MLB-ELECTRIC_DRILL_AND_SCREWDRIVER_BITS,163,363,5,410872,99%
4201,MLB-CAMPING_CHAIRS,141,206,5,410877,99%
4344,MLB-ACTION_CAMERA_MOUNTS,24,45,5,410882,99%
4349,MLB-NEOPRENE_BOOTS,82,186,5,410887,99%
4428,MLB-BABY_PHOTOGRAPHIC_POSITIONERS,31,50,5,410892,99%
4452,MLM-DRINK_DISPENSERS,24,35,5,410897,99%
4504,MLB-CONTINUOUS_INK_SYSTEMS,112,233,5,410902,99%
4519,MLB-AUTOMOTIVE_BRAKE_CALIPER_COVERS,237,342,5,410907,99%
4599,MLB-AQUARIUM_LIGHTS,262,313,5,410912,99%
4614,MLB-VIDEO_PLAYER_AND_GAME_CONSOLE_STANDS,216,300,5,410917,99%
4665,MLB-EROTIC_CREAMS,178,274,5,410922,99%
4726,MLB-WASHING_MACHINE_DOOR_AND_LID_GASKETS,29,21,5,410927,99%
4771,MLB-GLASSES_CASES_AND_BAGS,50,90,5,410932,99%
4910,MLB-MOTORCYCLE_WINDSHIELDS,248,325,5,410937,99%
5071,MLB-BABY_PACIFIER_CLIPS,115,218,5,410942,99%
5098,MLB-CYCLING_SHOES,276,456,5,410947,99%
5169,MLB-VEHICLE_SHAMPOOS,165,270,5,410952,99%
5228,MLB-BEACH_BALLS,35,91,5,410957,99%
5240,MLB-TEXTILE_LABELS,75,192,5,410962,99%
5258,MLB-LIGHT_STANDS,58,82,5,410967,99%
5343,MLB-SODIUM_BICARBONATE,31,43,5,410972,99%
5382,MLB-TOY_PEDAL_CARS,73,220,5,410977,99%
5383,MLB-MARTIAL_ARTS_SHIN_GUARDS,122,293,5,410982,99%
5420,MLB-CONTAINER_CAPS_AND_PLUGS,38,54,5,410987,99%
5428,MLB-BIRD_DRINKERS_AND_FEEDERS,236,420,5,410992,99%
5582,MLB-DOOR_AND_GATE_REMOTE_CONTROLS,112,156,5,410997,99%
5668,MLB-COMPRESSION_SOCKS,26,16,5,411002,99%
5684,MLB-WHIPPED_CREAM_DISPENSERS,26,43,5,411007,99%
5721,MLB-INTERACTIVE_GAMING_FIGURES,71,109,5,411012,99%
5772,MLB-PASTRY_BAGS,62,180,5,411017,99%
5947,MLB-ELECTRIC_LINT_REMOVERS,40,69,5,411022,99%
6017,MLB-RUGBY_JERSEYS,42,95,5,411027,99%
6039,MLB-GARLIC_PRESSES,28,56,5,411032,99%
6162,MLB-MAGNETIC_FUEL_SAVERS,29,96,5,411037,99%
6238,MLB-VOLLEYBALL_KNEE_PADS,43,54,5,411042,99%
6239,MLB-SWIMMING_POOL_HEATERS,72,156,5,411047,99%
6292,MLB-PAELLA_PANS,30,45,5,411052,99%
6313,MLB-CHIP_AND_DIP_SERVERS,91,161,5,411057,99%
6421,MLB-BB_CREAMS,57,126,5,411062,99%
6433,MLB-SLEEPING_MASKS,65,85,5,411067,99%
6517,MLB-BATHROOM_EXHAUST_FANS,94,194,5,411072,99%
6524,MLB-WAITER_CALLING_SYSTEMS,19,40,5,411077,99%
6557,MLB-BILL_COUNTERS,46,68,5,411082,99%
6615,MLB-DC_POWER_JACK_CONNECTORS,102,137,5,411087,99%
6673,MLB-PAINTBALLS,68,120,5,411092,99%
6784,MLB-CAMERA_AND_VIDEO_CAMERA_BAGS_AND_CASES,79,89,5,411097,99%
6935,MLB-STADIOMETERS,35,51,5,411102,100%
6951,MLB-PUNCH_PLIERS,19,35,5,411107,100%
6955,MLB-STUN_GUN_FLASHLIGHTS,16,85,5,411112,100%
6956,MLB-WASHING_AND_DRYER_MACHINE_SEALS,68,92,5,411117,100%
6970,MLB-CAMPING_MESS_KITS,30,39,5,411122,100%
7022,MLB-ITEM_FINDERS,54,172,5,411127,100%
7221,MLB-POP_FILTERS,23,47,5,411132,100%
7262,MLB-TIE_BARS,30,54,5,411137,100%
15,MLM-WASHING_MACHINES,240,415,4,411141,100%
142,MLM-TOOL_AND_CONSTRUCTION_SUPPLIES,259,263,4,411145,100%
320,MLM-PHOTOGRAPHIC_DIFFUSERS,42,48,4,411149,100%
354,MLM-INTERACTIVE_GAMING_FIGURES,55,79,4,411153,100%
398,MLM-BOXING_SPEED_BAGS,26,40,4,411157,100%
413,MLM-EDIBLE_SEEDS,31,49,4,411161,100%
490,MLM-MOTORCYCLE_BATTERIES,97,104,4,411165,100%
491,MLM-DOG_GROOMING_SCISSORS,13,12,4,411169,100%
518,MLM-PASTRY_MAKING_SETS,29,60,4,411173,100%
563,MLM-WOOD_BURNING_MACHINES,22,55,4,411177,100%
632,MLM-SERVING_AND_HOME_TRAYS,94,103,4,411181,100%
690,MLM-TRUNK_LOCKS,50,68,4,411185,100%
791,MLM-NOTEBOOK_CASES,152,263,4,411189,100%
814,MLM-RANGES,191,292,4,411193,100%
894,MLM-DROPPING_BOTTLES,9,10,4,411197,100%
913,MLM-MAGNETIC_COMPASSES,59,95,4,411201,100%
917,MLM-MOTORCYCLE_JACKETS,245,422,4,411205,100%
924,MLM-JIG_SAWS,44,64,4,411209,100%
996,MLM-INDUSTRIAL_SAWS,78,139,4,411213,100%
1023,MLM-CAMERA_AND_CELLPHONE_STABILIZERS,83,224,4,411217,100%
1049,MLM-SELF_DEFENSE_TELESCOPIC_BATONS,64,128,4,411221,100%
1089,MLM-MOTORCYCLE_HEADLIGHTS,69,149,4,411225,100%
1143,MLM-DECORATIVE_FLUORESCENT_STICKERS,46,107,4,411229,100%
1167,MLM-BICYCLE_WALL_MOUNT_RACKS,29,73,4,411233,100%
1191,MLM-MANUAL_PAPER_CUTTERS,24,29,4,411237,100%
1209,MLM-AUTOMOTIVE_THROTTLE_BODIES,87,115,4,411241,100%
1212,MLM-AQUARIUM_FILTERS,91,137,4,411245,100%
1217,MLM-LADDERS,67,122,4,411249,100%
1222,MLM-GUITAR_STRINGS,52,68,4,411253,100%
1311,MLM-ELECTRIC_MASSAGES_MATS,4,11,4,411257,100%
1367,MLM-FIRE_EXTINGUISHERS,24,35,4,411261,100%
1387,MLM-VEHICLE_POLISHING_PADS,35,78,4,411265,100%
1411,MLM-COOKIES_CUTTERS,188,264,4,411269,100%
1489,MLM-TACTICAL_BAGS_AND_BACKPACKS,73,138,4,411273,100%
1570,MLM-PARTY_HATS,86,99,4,411277,100%
1654,MLM-ENGINE_VALVES,15,26,4,411281,100%
1667,MLM-DISPOSABLE_AND_REFILLABLE_RAZORS,30,34,4,411285,100%
1921,MLM-PACKAGING_BOXES,49,49,4,411289,100%
1930,MLM-SUBMERSIBLE_PARTY_LIGHTS,22,37,4,411293,100%
2047,MLB-MOTORCYCLE_WHEELS,1112,1760,4,411297,100%
2149,MLM-LAPTOP_REPLACEMENT_ANTENNAS,13,18,4,411301,100%
2260,MLM-PLANNERS_AND_PERSONAL_DIARIES,70,75,4,411305,100%
2270,MLB-STRAP_ONS,231,303,4,411309,100%
2276,MLB-FISHING_TACKLE_BOXES,201,315,4,411313,100%
2399,MLB-DIVING_KITS,103,181,4,411317,100%
2591,MLM-ADULT_DIAPERS,22,33,4,411321,100%
2603,MLB-HOME_FURNITURE,794,1230,4,411325,100%
2676,MLB-CASH_DRAWERS,53,244,4,411329,100%
2753,MLB-LAUNDRY_BASKETS,146,317,4,411333,100%
2775,MLB-FOOTBALL_SOCKS,204,427,4,411337,100%
2835,MLB-FOOTBALL_EQUIPMENT_AND_ACCESSORIES,290,446,4,411341,100%
2864,MLM-HEATING_PADS,19,20,4,411345,100%
2999,MLM-CAMPING_CHAIRS,27,71,4,411349,100%
3002,MLB-TOY_SWORDS,127,220,4,411353,100%
3037,MLM-FREEZER_BAGS,8,21,4,411357,100%
3049,MLB-STICKER_ALBUMS,178,159,4,411361,100%
3152,MLB-SYNTHETIC_GRASS,64,204,4,411365,100%
3178,MLB-HAND_AND_FOOT_CREAMS,169,220,4,411369,100%
3208,MLB-MOTORCYCLE_CLUTCH_COVERS,417,516,4,411373,100%
3240,MLM-GARMENT_COVERS,20,24,4,411377,100%
3277,MLB-STORE_SALE_PRICE_TAGS,54,65,4,411381,100%
3402,MLB-GAS_LIFT_SUPPORTS,420,513,4,411385,100%
3413,MLB-PROJECTOR_LAMPS,62,73,4,411389,100%
3457,MLB-FONDUE_SETS,77,116,4,411393,100%
3471,MLB-NAIL_POWDERS,166,339,4,411397,100%
3518,MLB-VIDEO_GAME_CONTROLLER_COVERS,105,135,4,411401,100%
3557,MLB-RADIATOR_CAPS,187,240,4,411405,100%
3662,MLB-PLACEMATS,285,476,4,411409,100%
3685,MLM-TRUMPETS,42,91,4,411413,100%
3736,MLB-WHEELCHAIRS,170,257,4,411417,100%
3746,MLB-CV_JOINTS,423,489,4,411421,100%
3759,MLB-AUTOMOTIVE_BUMPER_BRACKETS,408,443,4,411425,100%
3781,MLB-DIAPER_BAG_SETS,23,36,4,411429,100%
3810,MLB-TOOL_POUCHES,111,184,4,411433,100%
3821,MLB-PARTY_PROPS,143,212,4,411437,100%
3948,MLM-TACTICAL_KNEE_PADS,17,67,4,411441,100%
3988,MLB-LIQUID_HAND_AND_BODY_SOAPS,215,299,4,411445,100%
4068,MLB-GUN_SCOPE_MOUNTS,104,185,4,411449,100%
4137,MLB-SCHOOL_SMOCKS,56,107,4,411453,100%
4168,MLB-INCENSE_HOLDERS,169,301,4,411457,100%
4204,MLB-SALON_FURNITURE_PACKAGES,135,428,4,411461,100%
4228,MLB-FISH_TANK_THERMOSTATS,108,285,4,411465,100%
4356,MLB-TV_SERIES,454,561,4,411469,100%
4396,MLB-JEWELRY_MAKING_KITS,30,62,4,411473,100%
4429,MLB-MOTORCYCLE_IGNITION_SWITCHES,247,330,4,411477,100%
4438,MLB-RECEPTION_DESKS,402,934,4,411481,100%
4446,MLB-MANUAL_TRANSMISSION_SHIFT_LEVER_BOOTS,313,411,4,411485,100%
4454,MLM-PAPER_TOWEL_DISPENSERS,21,28,4,411489,100%
4560,MLB-DOLL_VEHICLES,68,78,4,411493,100%
4718,MLB-BICYCLE_HANDLEBARS,249,435,4,411497,100%
4785,MLB-SCANNERS,81,153,4,411501,100%
4789,MLB-COMBUSTION_OUTBOARD_MOTORS,152,346,4,411505,100%
4799,MLB-CRUTCHES,107,217,4,411509,100%
4805,MLM-SELF_TANNERS,6,12,4,411513,100%
4921,MLB-KITCHEN_POTHOLDERS_AND_OVEN_MITTS,43,61,4,411517,100%
4926,MLM-MINI_BAG_SEALERS,7,30,4,411521,100%
4942,MLB-ELECTRIC_CHAINSAWS,46,135,4,411525,100%
4982,MLB-POPCORN_BOXES,157,293,4,411529,100%
5002,MLB-BABY_TOOTH_BOXES,20,51,4,411533,100%
5225,MLB-RICE_COOKERS,82,189,4,411537,100%
5277,MLB-COLLECTION_DISPLAYS,80,209,4,411541,100%
5318,MLB-MODELISM_BATTERY_CHARGERS,40,36,4,411545,100%
5363,MLB-AMERICAN_FOOTBALL_JERSEYS,128,266,4,411549,100%
5403,MLB-CELLPHONE_AND_TABLET_REPLACEMENT_BUTTONS,60,71,4,411553,100%
5434,MLB-WINDSHIELD_WIPER_ARMS,182,187,4,411557,100%
5435,MLM-SPLINTS,9,29,4,411561,100%
5442,MLB-CANDY_AND_CHOCOLATE_JARS,112,180,4,411565,100%
5543,MLB-JUKEBOXES,41,62,4,411569,100%
5691,MLB-BICYCLE_RACKS,45,65,4,411573,100%
5737,MLB-HAND_TRUCKS,98,168,4,411577,100%
5766,MLB-RESPIRATORS,73,79,4,411581,100%
5972,MLB-BICYCLE_SEAT_COVERS,36,77,4,411585,100%
6050,MLB-BICYCLE_TRAINERS,111,138,4,411589,100%
6093,MLB-FISH_TANK_THERMOMETERS,93,86,4,411593,100%
6102,MLB-GONIOMETERS,8,10,4,411597,100%
6150,MLB-TACTICAL_BAGS_AND_BACKPACKS,107,171,4,411601,100%
6189,MLB-KIDS_EASELS,29,116,4,411605,100%
6303,MLB-BICYCLE_KICKSTANDS,35,52,4,411609,100%
6332,MLB-HOSE_REELS,48,97,4,411613,100%
6366,MLB-MECHANICAL_PENCILS,95,136,4,411617,100%
6457,MLB-REHABILITATION_GYROSCOPE_BALLS,13,23,4,411621,100%
6468,MLB-GARDEN_MACHINE_CARBURETORS,41,38,4,411625,100%
6469,MLB-EYELASH_GLUES,81,184,4,411629,100%
6488,MLB-MASSAGE_STONES,76,114,4,411633,100%
6533,MLB-GPS_ANTENNAS,34,37,4,411637,100%
6563,MLB-SUSPENSION_TRAINERS,53,121,4,411641,100%
6592,MLB-BICYCLE_COVERS,41,34,4,411645,100%
6644,MLB-SHEET_PROTECTORS,73,74,4,411649,100%
6669,MLB-KITCHEN_THERMOMETERS,44,45,4,411653,100%
6802,MLB-BICYCLE_BUGLE_HORNS,22,43,4,411657,100%
7016,MLB-CABLE_TRACKERS,35,57,4,411661,100%
7037,MLB-SAFETY_BARRIER_CHAINS,29,32,4,411665,100%
7068,MLB-BEARING_PULLERS,30,40,4,411669,100%
7220,MLB-PEDALBOARD_CASES,30,42,4,411673,100%
7679,MLB-YOGURTS,6,4,4,411677,100%
38,MLM-BOOTS,86,124,3,411680,100%
83,MLM-DIECAST_VEHICLES,959,1084,3,411683,100%
115,MLM-PUNCHING_BAGS,94,193,3,411686,100%
117,MLM-AUTOMOTIVE_SIDE_VIEW_MIRRORS,371,418,3,411689,100%
159,MLM-TOY_ROBOTS,182,210,3,411692,100%
178,MLM-SPORTS_CONES,33,56,3,411695,100%
179,MLM-BICYCLE_FENDERS,21,36,3,411698,100%
217,MLM-CAMERA_MONOPODS,52,90,3,411701,100%
295,MLM-JUMPSUITS_AND_OVERALLS,228,405,3,411704,100%
310,MLM-COMPUTER_PROCESSORS,193,353,3,411707,100%
360,MLM-WALLPAPERS,161,284,3,411710,100%
362,MLM-SUCTION_CUP_DENT_PULLERS,28,62,3,411713,100%
420,MLM-BASKET_BALLS,70,111,3,411716,100%
449,MLM-MUSICAL_TUNERS,38,87,3,411719,100%
489,MLM-ORTHOPEDIC_WRIST_BRACES,33,41,3,411722,100%
498,MLM-3D_PRINTERS,93,291,3,411725,100%
499,MLM-FOOTBALL_BALLS,134,235,3,411728,100%
547,MLM-MOVIES,364,393,3,411731,100%
558,MLM-DVR_RECORDERS,69,60,3,411734,100%
559,MLM-ELECTRIC_WAFFLE_MAKERS,75,127,3,411737,100%
570,MLM-DRINKING_GLASSES,262,350,3,411740,100%
580,MLM-UPS_BATTERIES,28,56,3,411743,100%
586,MLM-COMICS,235,272,3,411746,100%
613,MLM-PAINT_BRUSHES,62,126,3,411749,100%
685,MLM-SCOOTERS,173,358,3,411752,100%
800,MLM-CUSHIONS,225,365,3,411755,100%
810,MLM-TENTS,146,240,3,411758,100%
873,MLM-BLANK_DISCS,67,87,3,411761,100%
898,MLM-ELECTRIC_HOME_HEATERS,73,125,3,411764,100%
901,MLM-GARDENING_AND_AGRICULTURE_SUBSTRATES,69,95,3,411767,100%
928,MLM-MUSIC_STANDS,21,54,3,411770,100%
1019,MLM-MANICURE_AND_PEDICURE_KITS,42,79,3,411773,100%
1055,MLM-ESOTERIC_PRODUCTS,278,375,3,411776,100%
1069,MLM-PRECISION_SCALES,9,22,3,411779,100%
1086,MLM-AUTOMOTIVE_LIGHTERS,52,129,3,411782,100%
1099,MLM-SAXOPHONES,43,56,3,411785,100%
1111,MLM-MAKEUP_TRAIN_CASES,46,109,3,411788,100%
1166,MLM-SPICES,66,94,3,411791,100%
1182,MLM-AUTOMOTIVE_AIR_FILTERS,87,123,3,411794,100%
1197,MLM-LAPTOP_BRIEFCASES,119,187,3,411797,100%
1211,MLM-HAIRDRESSING_SCISSORS,122,278,3,411800,100%
1216,MLM-CONTINUOUS_LIGHTING,63,73,3,411803,100%
1226,MLM-MICROBLADING_PIGMENTS,13,38,3,411806,100%
1287,MLM-SHORTS,222,398,3,411809,100%
1370,MLM-SOUND_CARDS,22,33,3,411812,100%
1423,MLM-COCKTAIL_SETS,13,33,3,411815,100%
1463,MLM-HABERDASHERY_SUPPLIES,80,105,3,411818,100%
1508,MLM-TEQUILAS,135,250,3,411821,100%
1552,MLM-SHARPENING_STEELS,16,17,3,411824,100%
1602,MLM-GLOVES_AND_MITTENS,85,138,3,411827,100%
1609,MLM-FISHING_PANTS,70,232,3,411830,100%
1616,MLM-PORTABLE_DVD_PLAYERS,23,48,3,411833,100%
1653,MLM-PET_DIAPERS,12,26,3,411836,100%
1678,MLM-ELECTRIC_POTS_SKILLETS_AND_RICE_COOKERS,60,97,3,411839,100%
1693,MLM-PROJECTOR_MOUNTS,10,35,3,411842,100%
1714,MLM-DISC_PACKAGINGS,19,34,3,411845,100%
1783,MLM-MANUAL_HAND_PLANES,23,46,3,411848,100%
1818,MLM-POWER_CORDS,15,19,3,411851,100%
1854,MLM-HYDRO_PNEUMATIC_PUMPS,9,36,3,411854,100%
1881,MLM-BICYCLE_AND_MOTORCYCLE_LOCKS,47,100,3,411857,100%
1885,MLM-FISH_TANK_PUMPS,69,76,3,411860,100%
1886,MLM-MANNEQUINS,58,106,3,411863,100%
2091,MLB-MOTORCYCLE_ENGINE_CAMSHAFTS,168,265,3,411866,100%
2154,MLB-HYDRATION_BLADDERS,16,31,3,411869,100%
2189,MLM-PLUG_ADAPTERS,14,16,3,411872,100%
2284,MLM-BED_AND_CRIB_CANOPIES,27,35,3,411875,100%
2302,MLM-VIDEO_PLAYER_AND_GAME_CONSOLE_STANDS,52,90,3,411878,100%
2446,MLB-MAGAZINES,450,457,3,411881,100%
2468,MLB-AUTOMOTIVE_CLUTCH_KITS,995,1151,3,411884,100%
2478,MLB-BABY_STROLLER_WEATHER_SHIELDS,87,125,3,411887,100%
2495,MLB-AUTOMOTIVE_FRONT_BUMPERS,1772,2546,3,411890,100%
2498,MLM-CAT_SCRATCHERS,33,46,3,411893,100%
2508,MLB-STARTERS,667,714,3,411896,100%
2664,MLB-AUTOMOTIVE_ENGINE_OIL_FILLER_CAPS,255,351,3,411899,100%
2680,MLB-MAKEUP_SPONGES,108,181,3,411902,100%
2681,MLB-POWER_CORDS,197,259,3,411905,100%
2841,MLB-BOARD_FINS,34,85,3,411908,100%
2849,MLM-HEARING_AIDS,16,8,3,411911,100%
2877,MLB-TREADMILLS,418,1019,3,411914,100%
2932,MLB-LUGGAGE_ORGANIZERS,27,51,3,411917,100%
2949,MLM-WRISTWATCH_SCREEN_PROTECTORS,23,40,3,411920,100%
3061,MLB-ANIMALS_AND_PETS,228,351,3,411923,100%
3090,MLM-LIGHTER_FLUIDS,5,5,3,411926,100%
3149,MLB-SHELF_UNITS,294,654,3,411929,100%
3156,MLB-POLYCARBONATE_SHEETS,22,42,3,411932,100%
3189,MLB-SHAKER_BOTTLES,195,417,3,411935,100%
3255,MLB-HERB_GRINDERS,127,259,3,411938,100%
3273,MLB-DRINK_STIRRERS,25,31,3,411941,100%
3306,MLB-TABLET_KEYBOARDS,130,158,3,411944,100%
3445,MLM-BABY_CUPS,24,68,3,411947,100%
3516,MLB-DECORATIVE_TILES_AND_MOSAICS,212,630,3,411950,100%
3600,MLB-DRUM_STANDS,111,184,3,411953,100%
3614,MLM-TRAINING_MASKS,16,43,3,411956,100%
3716,MLM-VOLLEYBALL_KNEE_PADS,23,71,3,411959,100%
3722,MLB-WHEEL_HUBS,391,389,3,411962,100%
3732,MLB-MODELISM_BATTERIES,144,179,3,411965,100%
3764,MLB-KITCHEN_CABINET_ORGANIZERS,263,620,3,411968,100%
3843,MLB-ANTIQUE_TOY_CARS,100,151,3,411971,100%
3884,MLM-BICYCLE_COVERS,4,4,3,411974,100%
4033,MLB-BALLOON_STICKS,63,110,3,411977,100%
4036,MLB-INDUSTRIAL_FUSES,184,184,3,411980,100%
4071,MLB-TIRE_INNER_TUBES,97,178,3,411983,100%
4075,MLM-LIGHT_STANDS,19,48,3,411986,100%
4107,MLB-BICYCLE_CHAIN_LUBRICANTS,83,99,3,411989,100%
4110,MLM-PASTRY_BAGS,15,14,3,411992,100%
4115,MLM-CATS_LITTER,28,26,3,411995,100%
4152,MLB-NAPKIN_HOLDERS,281,416,3,411998,100%
4157,MLB-ELECTRIC_BATHROOM_FAUCETS,82,146,3,412001,100%
4209,MLB-AUTOMOTIVE_ENGINE_MOUNTS,787,807,3,412004,100%
4230,MLM-VACUUM_TUBES,5,19,3,412007,100%
4235,MLB-ALTERNATOR_PULLEYS,67,69,3,412010,100%
4268,MLB-VEHICLE_ENGINE_PISTON_RING_SETS,264,285,3,412013,100%
4284,MLB-AQUARIUM_FILTER_MATERIALS,305,467,3,412016,100%
4302,MLB-COLD_PORCELAIN_CLAYS,77,104,3,412019,100%
4331,MLB-FLUTES,183,248,3,412022,100%
4338,MLB-CAMERA_CLEANING_KITS,49,44,3,412025,100%
4360,MLB-VINYL_FLOORINGS,184,518,3,412028,100%
4480,MLB-INFRARED_AND_BLUETOOTH_ADAPTERS,65,124,3,412031,100%
4486,MLB-CELLPHONE_REPLACEMENT_SPEAKERS,175,203,3,412034,100%
4576,MLB-REFRIGERATORS_AND_FREEZERS_DOOR_HANDLES,47,56,3,412037,100%
4668,MLB-SOAP_HOLDERS,164,234,3,412040,100%
4678,MLB-FURNITURE_DOOR_AND_WINDOW_HINGES,211,239,3,412043,100%
4858,MLB-AUTOMOTIVE_DOOR_LATCHES,273,297,3,412046,100%
4869,MLB-AUTOMOTIVE_INTERIOR_DOOR_HANDLES,164,180,3,412049,100%
4890,MLB-BIRD_FOODS,266,416,3,412052,100%
5037,MLB-TRAILER_HITCH_BALLS,50,66,3,412055,100%
5065,MLM-BARBELL_COLLARS,3,16,3,412058,100%
5102,MLB-SAFETY_GLOVES,119,168,3,412061,100%
5120,MLB-BICYCLE_CHAINS,112,143,3,412064,100%
5124,MLB-PRINTER_HEADS,77,93,3,412067,100%
5135,MLM-PET_SANITARY_SHOVELS,5,4,3,412070,100%
5184,MLB-EDIBLE_PAPERS,111,187,3,412073,100%
5223,MLB-SALT,135,210,3,412076,100%
5234,MLB-REFRIGERATOR_CRISPER_DRAWER_COVERS,92,123,3,412079,100%
5283,MLB-BASKET_BALLS,95,148,3,412082,100%
5335,MLB-FLATWARE_ORGANIZERS,120,207,3,412085,100%
5359,MLB-STOVETOP_GRILLS,128,207,3,412088,100%
